subject category,predicate,object category,begin_fid,end_fid,video_id
watercraft,move_front,watercraft,855,885,ILSVRC2015_train_00024005
watercraft,move_left,watercraft,855,885,ILSVRC2015_train_00024005
watercraft,move_right,watercraft,855,885,ILSVRC2015_train_00024005
watercraft,move_behind,watercraft,855,885,ILSVRC2015_train_00024005
watercraft,move_front,watercraft,900,930,ILSVRC2015_train_00024005
watercraft,move_left,watercraft,900,930,ILSVRC2015_train_00024005
watercraft,move_right,watercraft,900,930,ILSVRC2015_train_00024005
watercraft,move_behind,watercraft,900,930,ILSVRC2015_train_00024005
dog,walk_right,car,0,30,ILSVRC2015_train_00025006
dog,walk_front,car,0,30,ILSVRC2015_train_00025006
car,stop_behind,dog,0,30,ILSVRC2015_train_00025006
car,stop_left,dog,0,30,ILSVRC2015_train_00025006
dog,walk_front,car,0,30,ILSVRC2015_train_00025006
car,stop_behind,dog,0,30,ILSVRC2015_train_00025006
dog,walk_right,car,0,30,ILSVRC2015_train_00025006
dog,walk_front,car,0,30,ILSVRC2015_train_00025006
car,stop_behind,dog,0,30,ILSVRC2015_train_00025006
car,stop_left,dog,0,30,ILSVRC2015_train_00025006
dog,walk_above,sofa,0,30,ILSVRC2015_train_00025006
sofa,beneath,dog,0,30,ILSVRC2015_train_00025006
car,stop_left,car,0,30,ILSVRC2015_train_00025006
car,stop_right,car,0,30,ILSVRC2015_train_00025006
car,stop_behind,car,0,30,ILSVRC2015_train_00025006
car,stop_front,car,0,30,ILSVRC2015_train_00025006
car,stop_behind,sofa,0,30,ILSVRC2015_train_00025006
car,stop_left,sofa,0,30,ILSVRC2015_train_00025006
sofa,front,car,0,30,ILSVRC2015_train_00025006
sofa,right,car,0,30,ILSVRC2015_train_00025006
car,stop_right,car,0,30,ILSVRC2015_train_00025006
car,stop_behind,car,0,30,ILSVRC2015_train_00025006
car,stop_front,car,0,30,ILSVRC2015_train_00025006
car,stop_left,car,0,30,ILSVRC2015_train_00025006
car,stop_behind,sofa,0,30,ILSVRC2015_train_00025006
sofa,front,car,0,30,ILSVRC2015_train_00025006
car,stop_behind,sofa,0,30,ILSVRC2015_train_00025006
car,stop_left,sofa,0,30,ILSVRC2015_train_00025006
sofa,front,car,0,30,ILSVRC2015_train_00025006
sofa,right,car,0,30,ILSVRC2015_train_00025006
dog,run_front,sofa,0,30,ILSVRC2015_train_00025007
dog,run_away,sofa,0,30,ILSVRC2015_train_00025007
sofa,behind,dog,0,30,ILSVRC2015_train_00025007
sofa,taller,dog,0,30,ILSVRC2015_train_00025007
sofa,larger,dog,0,30,ILSVRC2015_train_00025007
dog,walk_left,person,0,30,ILSVRC2015_train_00025022
person,walk_right,dog,0,30,ILSVRC2015_train_00025022
person,walk_away,dog,0,30,ILSVRC2015_train_00025022
person,taller,dog,0,30,ILSVRC2015_train_00025022
person,faster,dog,0,30,ILSVRC2015_train_00025022
dog,behind,person,30,60,ILSVRC2015_train_00025022
dog,left,person,30,60,ILSVRC2015_train_00025022
dog,faster,person,30,60,ILSVRC2015_train_00025022
dog,follow,person,30,60,ILSVRC2015_train_00025022
person,walk_right,dog,30,60,ILSVRC2015_train_00025022
person,walk_front,dog,30,60,ILSVRC2015_train_00025022
dog,sit_front,person,0,30,ILSVRC2015_train_00025028
dog,sit_left,person,0,30,ILSVRC2015_train_00025028
dog,watch,person,0,30,ILSVRC2015_train_00025028
person,stand_behind,dog,0,30,ILSVRC2015_train_00025028
person,stand_right,dog,0,30,ILSVRC2015_train_00025028
dog,sit_right,person,0,30,ILSVRC2015_train_00025028
dog,sit_front,person,0,30,ILSVRC2015_train_00025028
person,stand_behind,dog,0,30,ILSVRC2015_train_00025028
person,stand_left,dog,0,30,ILSVRC2015_train_00025028
person,stand_right,person,0,30,ILSVRC2015_train_00025028
person,play,person,0,30,ILSVRC2015_train_00025028
person,stand_left,person,0,30,ILSVRC2015_train_00025028
person,play,person,0,30,ILSVRC2015_train_00025028
dog,run_next_to,person,0,30,ILSVRC2015_train_00025029
dog,run_left,person,0,30,ILSVRC2015_train_00025029
person,walk_right,dog,0,30,ILSVRC2015_train_00025029
person,walk_next_to,dog,0,30,ILSVRC2015_train_00025029
person,taller,dog,0,30,ILSVRC2015_train_00025029
person,pull,dog,0,30,ILSVRC2015_train_00025029
dog,walk_behind,person,0,30,ILSVRC2015_train_00025032
dog,follow,person,0,30,ILSVRC2015_train_00025032
person,walk_front,dog,0,30,ILSVRC2015_train_00025032
person,taller,dog,0,30,ILSVRC2015_train_00025032
dog,walk_with,person,0,30,ILSVRC2015_train_00025032
person,walk_with,dog,0,30,ILSVRC2015_train_00025032
person,taller,dog,0,30,ILSVRC2015_train_00025032
person,pull,dog,0,30,ILSVRC2015_train_00025032
person,walk_front,person,0,30,ILSVRC2015_train_00025032
person,walk_behind,person,0,30,ILSVRC2015_train_00025032
person,follow,person,0,30,ILSVRC2015_train_00025032
dog,run_left,dog,0,30,ILSVRC2015_train_00025033
dog,chase,dog,0,30,ILSVRC2015_train_00025033
dog,run_right,dog,0,30,ILSVRC2015_train_00025033
dog,taller,dog,0,30,ILSVRC2015_train_00025033
dog,larger,dog,0,30,ILSVRC2015_train_00025033
dog,run_past,dog,0,30,ILSVRC2015_train_00025035
dog,run_front,dog,0,30,ILSVRC2015_train_00025035
dog,walk_behind,dog,0,30,ILSVRC2015_train_00025035
dog,taller,dog,0,30,ILSVRC2015_train_00025035
dog,larger,dog,0,30,ILSVRC2015_train_00025035
dog,run_front,dog,0,30,ILSVRC2015_train_00025035
dog,jump_behind,dog,0,30,ILSVRC2015_train_00025035
dog,taller,dog,0,30,ILSVRC2015_train_00025035
dog,larger,dog,0,30,ILSVRC2015_train_00025035
dog,run_front,car,0,30,ILSVRC2015_train_00025035
car,stop_behind,dog,0,30,ILSVRC2015_train_00025035
dog,walk_front,dog,0,30,ILSVRC2015_train_00025035
dog,play,dog,0,30,ILSVRC2015_train_00025035
dog,jump_behind,dog,0,30,ILSVRC2015_train_00025035
dog,play,dog,0,30,ILSVRC2015_train_00025035
dog,walk_front,car,0,30,ILSVRC2015_train_00025035
car,stop_behind,dog,0,30,ILSVRC2015_train_00025035
dog,jump_front,car,0,30,ILSVRC2015_train_00025035
car,stop_behind,dog,0,30,ILSVRC2015_train_00025035
snake,lie_next_to,bird,0,30,ILSVRC2015_train_00026000
snake,lie_left,bird,0,30,ILSVRC2015_train_00026000
bird,stand_next_to,snake,0,30,ILSVRC2015_train_00026000
bird,stand_right,snake,0,30,ILSVRC2015_train_00026000
bird,taller,snake,0,30,ILSVRC2015_train_00026000
bird,larger,snake,0,30,ILSVRC2015_train_00026000
bird,watch,snake,0,30,ILSVRC2015_train_00026000
snake,creep_next_to,bird,105,135,ILSVRC2015_train_00026000
snake,creep_left,bird,105,135,ILSVRC2015_train_00026000
bird,stand_next_to,snake,105,135,ILSVRC2015_train_00026000
bird,stand_right,snake,105,135,ILSVRC2015_train_00026000
bird,taller,snake,105,135,ILSVRC2015_train_00026000
bird,larger,snake,105,135,ILSVRC2015_train_00026000
bird,watch,snake,105,135,ILSVRC2015_train_00026000
snake,lie_next_to,bird,195,225,ILSVRC2015_train_00026000
snake,lie_left,bird,195,225,ILSVRC2015_train_00026000
bird,walk_next_to,snake,195,225,ILSVRC2015_train_00026000
bird,walk_right,snake,195,225,ILSVRC2015_train_00026000
bird,taller,snake,195,225,ILSVRC2015_train_00026000
bird,larger,snake,195,225,ILSVRC2015_train_00026000
bird,watch,snake,195,225,ILSVRC2015_train_00026000
snake,lie_next_to,bird,315,345,ILSVRC2015_train_00026000
snake,lie_left,bird,315,345,ILSVRC2015_train_00026000
bird,stand_next_to,snake,315,345,ILSVRC2015_train_00026000
bird,stand_right,snake,315,345,ILSVRC2015_train_00026000
bird,taller,snake,315,345,ILSVRC2015_train_00026000
bird,larger,snake,315,345,ILSVRC2015_train_00026000
bird,watch,snake,315,345,ILSVRC2015_train_00026000
bird,stand_right,snake,0,30,ILSVRC2015_train_00026001
bird,stand_next_to,snake,0,30,ILSVRC2015_train_00026001
bird,taller,snake,0,30,ILSVRC2015_train_00026001
bird,larger,snake,0,30,ILSVRC2015_train_00026001
bird,watch,snake,0,30,ILSVRC2015_train_00026001
snake,lie_next_to,bird,0,30,ILSVRC2015_train_00026001
snake,lie_left,bird,0,30,ILSVRC2015_train_00026001
bird,stand_right,snake,90,120,ILSVRC2015_train_00026001
bird,stand_next_to,snake,90,120,ILSVRC2015_train_00026001
bird,taller,snake,90,120,ILSVRC2015_train_00026001
bird,larger,snake,90,120,ILSVRC2015_train_00026001
bird,bite,snake,90,120,ILSVRC2015_train_00026001
snake,lie_next_to,bird,90,120,ILSVRC2015_train_00026001
snake,lie_left,bird,90,120,ILSVRC2015_train_00026001
bird,walk_left,snake,165,195,ILSVRC2015_train_00026001
bird,walk_next_to,snake,165,195,ILSVRC2015_train_00026001
bird,taller,snake,165,195,ILSVRC2015_train_00026001
bird,larger,snake,165,195,ILSVRC2015_train_00026001
bird,bite,snake,165,195,ILSVRC2015_train_00026001
snake,next_to,bird,165,195,ILSVRC2015_train_00026001
snake,right,bird,165,195,ILSVRC2015_train_00026001
bird,walk_behind,snake,240,270,ILSVRC2015_train_00026001
bird,walk_next_to,snake,240,270,ILSVRC2015_train_00026001
bird,taller,snake,240,270,ILSVRC2015_train_00026001
bird,larger,snake,240,270,ILSVRC2015_train_00026001
bird,bite,snake,240,270,ILSVRC2015_train_00026001
bird,hold,snake,240,270,ILSVRC2015_train_00026001
snake,next_to,bird,240,270,ILSVRC2015_train_00026001
snake,front,bird,240,270,ILSVRC2015_train_00026001
whale,jump_front,watercraft,15,45,ILSVRC2015_train_00027003
whale,larger,watercraft,15,45,ILSVRC2015_train_00027003
watercraft,stop_behind,whale,15,45,ILSVRC2015_train_00027003
whale,jump_front,watercraft,30,60,ILSVRC2015_train_00027003
watercraft,stop_behind,whale,30,60,ILSVRC2015_train_00027003
whale,jump_front,person,0,30,ILSVRC2015_train_00027005
whale,larger,person,0,30,ILSVRC2015_train_00027005
person,stand_behind,whale,0,30,ILSVRC2015_train_00027005
whale,jump_left,watercraft,0,30,ILSVRC2015_train_00027005
watercraft,stop_right,whale,0,30,ILSVRC2015_train_00027005
watercraft,larger,whale,0,30,ILSVRC2015_train_00027005
person,stand_behind,watercraft,0,30,ILSVRC2015_train_00027005
person,stand_left,watercraft,0,30,ILSVRC2015_train_00027005
watercraft,stop_front,person,0,30,ILSVRC2015_train_00027005
watercraft,stop_right,person,0,30,ILSVRC2015_train_00027005
watercraft,taller,person,0,30,ILSVRC2015_train_00027005
watercraft,larger,person,0,30,ILSVRC2015_train_00027005
whale,jump_front,person,45,75,ILSVRC2015_train_00027005
whale,larger,person,45,75,ILSVRC2015_train_00027005
person,stand_behind,whale,45,75,ILSVRC2015_train_00027005
whale,jump_left,watercraft,45,75,ILSVRC2015_train_00027005
watercraft,stop_right,whale,45,75,ILSVRC2015_train_00027005
watercraft,taller,whale,45,75,ILSVRC2015_train_00027005
watercraft,larger,whale,45,75,ILSVRC2015_train_00027005
person,stand_behind,watercraft,45,75,ILSVRC2015_train_00027005
person,stand_left,watercraft,45,75,ILSVRC2015_train_00027005
watercraft,stop_front,person,45,75,ILSVRC2015_train_00027005
watercraft,stop_right,person,45,75,ILSVRC2015_train_00027005
watercraft,taller,person,45,75,ILSVRC2015_train_00027005
watercraft,larger,person,45,75,ILSVRC2015_train_00027005
elephant,run_left,person,0,30,ILSVRC2015_train_00028000
elephant,taller,person,0,30,ILSVRC2015_train_00028000
elephant,larger,person,0,30,ILSVRC2015_train_00028000
person,run_right,elephant,0,30,ILSVRC2015_train_00028000
person,follow,elephant,0,30,ILSVRC2015_train_00028000
elephant,run_beneath,person,0,30,ILSVRC2015_train_00028000
elephant,taller,person,0,30,ILSVRC2015_train_00028000
elephant,larger,person,0,30,ILSVRC2015_train_00028000
person,above,elephant,0,30,ILSVRC2015_train_00028000
person,ride,elephant,0,30,ILSVRC2015_train_00028000
person,run_right,person,0,30,ILSVRC2015_train_00028000
person,run_beneath,person,0,30,ILSVRC2015_train_00028000
person,above,person,0,30,ILSVRC2015_train_00028000
person,left,person,0,30,ILSVRC2015_train_00028000
lion,lie_right,rabbit,0,30,ILSVRC2015_train_00031000
lion,taller,rabbit,0,30,ILSVRC2015_train_00031000
lion,larger,rabbit,0,30,ILSVRC2015_train_00031000
lion,bite,rabbit,0,30,ILSVRC2015_train_00031000
rabbit,lie_left,lion,0,30,ILSVRC2015_train_00031000
lion,lie_left,rabbit,150,180,ILSVRC2015_train_00031000
lion,taller,rabbit,150,180,ILSVRC2015_train_00031000
lion,larger,rabbit,150,180,ILSVRC2015_train_00031000
lion,bite,rabbit,150,180,ILSVRC2015_train_00031000
rabbit,lie_right,lion,150,180,ILSVRC2015_train_00031000
lion,lie_next_to,lion,0,30,ILSVRC2015_train_00032000
lion,lie_left,lion,0,30,ILSVRC2015_train_00032000
lion,taller,lion,0,30,ILSVRC2015_train_00032000
lion,larger,lion,0,30,ILSVRC2015_train_00032000
lion,lie_next_to,lion,0,30,ILSVRC2015_train_00032000
lion,lie_right,lion,0,30,ILSVRC2015_train_00032000
lion,lie_next_to,lion,0,30,ILSVRC2015_train_00032000
lion,lie_left,lion,0,30,ILSVRC2015_train_00032000
lion,taller,lion,0,30,ILSVRC2015_train_00032000
lion,larger,lion,0,30,ILSVRC2015_train_00032000
lion,lie_next_to,lion,0,30,ILSVRC2015_train_00032000
lion,lie_right,lion,0,30,ILSVRC2015_train_00032000
lion,lie_front,lion,0,30,ILSVRC2015_train_00032000
lion,lie_left,lion,0,30,ILSVRC2015_train_00032000
lion,taller,lion,0,30,ILSVRC2015_train_00032000
lion,larger,lion,0,30,ILSVRC2015_train_00032000
lion,lie_behind,lion,0,30,ILSVRC2015_train_00032000
lion,lie_right,lion,0,30,ILSVRC2015_train_00032000
lion,lie_front,lion,0,30,ILSVRC2015_train_00032000
lion,lie_left,lion,0,30,ILSVRC2015_train_00032000
lion,taller,lion,0,30,ILSVRC2015_train_00032000
lion,larger,lion,0,30,ILSVRC2015_train_00032000
lion,lie_behind,lion,0,30,ILSVRC2015_train_00032000
lion,lie_right,lion,0,30,ILSVRC2015_train_00032000
lion,lie_next_to,lion,0,30,ILSVRC2015_train_00032000
lion,lie_front,lion,0,30,ILSVRC2015_train_00032000
lion,lie_next_to,lion,0,30,ILSVRC2015_train_00032000
lion,lie_behind,lion,0,30,ILSVRC2015_train_00032000
lion,lie_front,lion,0,30,ILSVRC2015_train_00032000
lion,lie_left,lion,0,30,ILSVRC2015_train_00032000
lion,lie_behind,lion,0,30,ILSVRC2015_train_00032000
lion,lie_right,lion,0,30,ILSVRC2015_train_00032000
lion,lie_front,lion,0,30,ILSVRC2015_train_00032000
lion,lie_behind,lion,0,30,ILSVRC2015_train_00032000
lion,lie_next_to,lion,0,30,ILSVRC2015_train_00032000
lion,lie_left,lion,0,30,ILSVRC2015_train_00032000
lion,lie_next_to,lion,0,30,ILSVRC2015_train_00032000
lion,lie_right,lion,0,30,ILSVRC2015_train_00032000
lion,lie_next_to,lion,0,30,ILSVRC2015_train_00032000
lion,lie_front,lion,0,30,ILSVRC2015_train_00032000
lion,lie_next_to,lion,0,30,ILSVRC2015_train_00032000
lion,lie_behind,lion,0,30,ILSVRC2015_train_00032000
lion,lie_right,lion,0,30,ILSVRC2015_train_00032000
lion,lie_left,lion,0,30,ILSVRC2015_train_00032000
lion,sit_next_to,lion,90,120,ILSVRC2015_train_00032000
lion,sit_left,lion,90,120,ILSVRC2015_train_00032000
lion,taller,lion,90,120,ILSVRC2015_train_00032000
lion,larger,lion,90,120,ILSVRC2015_train_00032000
lion,next_to,lion,90,120,ILSVRC2015_train_00032000
lion,right,lion,90,120,ILSVRC2015_train_00032000
lion,sit_next_to,lion,90,120,ILSVRC2015_train_00032000
lion,sit_left,lion,90,120,ILSVRC2015_train_00032000
lion,taller,lion,90,120,ILSVRC2015_train_00032000
lion,larger,lion,90,120,ILSVRC2015_train_00032000
lion,next_to,lion,90,120,ILSVRC2015_train_00032000
lion,right,lion,90,120,ILSVRC2015_train_00032000
lion,sit_left,lion,90,120,ILSVRC2015_train_00032000
lion,taller,lion,90,120,ILSVRC2015_train_00032000
lion,larger,lion,90,120,ILSVRC2015_train_00032000
lion,lie_right,lion,90,120,ILSVRC2015_train_00032000
lion,lie_next_to,lion,90,120,ILSVRC2015_train_00032000
lion,lie_front,lion,90,120,ILSVRC2015_train_00032000
lion,lie_next_to,lion,90,120,ILSVRC2015_train_00032000
lion,lie_behind,lion,90,120,ILSVRC2015_train_00032000
lion,lie_front,lion,90,120,ILSVRC2015_train_00032000
lion,lie_left,lion,90,120,ILSVRC2015_train_00032000
lion,lie_behind,lion,90,120,ILSVRC2015_train_00032000
lion,lie_right,lion,90,120,ILSVRC2015_train_00032000
lion,next_to,lion,90,120,ILSVRC2015_train_00032000
lion,left,lion,90,120,ILSVRC2015_train_00032000
lion,lie_next_to,lion,90,120,ILSVRC2015_train_00032000
lion,lie_right,lion,90,120,ILSVRC2015_train_00032000
red_panda,walk_right,red_panda,0,30,ILSVRC2015_train_00033006
red_panda,walk_front,red_panda,0,30,ILSVRC2015_train_00033006
red_panda,walk_behind,red_panda,0,30,ILSVRC2015_train_00033006
red_panda,walk_left,red_panda,0,30,ILSVRC2015_train_00033006
red_panda,follow,red_panda,0,30,ILSVRC2015_train_00033006
red_panda,walk_right,red_panda,15,45,ILSVRC2015_train_00033006
red_panda,walk_front,red_panda,15,45,ILSVRC2015_train_00033006
red_panda,walk_behind,red_panda,15,45,ILSVRC2015_train_00033006
red_panda,walk_left,red_panda,15,45,ILSVRC2015_train_00033006
red_panda,follow,red_panda,15,45,ILSVRC2015_train_00033006
red_panda,walk_right,red_panda,30,60,ILSVRC2015_train_00033006
red_panda,walk_front,red_panda,30,60,ILSVRC2015_train_00033006
red_panda,walk_behind,red_panda,30,60,ILSVRC2015_train_00033006
red_panda,walk_left,red_panda,30,60,ILSVRC2015_train_00033006
red_panda,follow,red_panda,30,60,ILSVRC2015_train_00033006
red_panda,walk_right,red_panda,45,75,ILSVRC2015_train_00033006
red_panda,walk_front,red_panda,45,75,ILSVRC2015_train_00033006
red_panda,walk_behind,red_panda,45,75,ILSVRC2015_train_00033006
red_panda,walk_left,red_panda,45,75,ILSVRC2015_train_00033006
red_panda,follow,red_panda,45,75,ILSVRC2015_train_00033006
red_panda,walk_right,red_panda,60,90,ILSVRC2015_train_00033006
red_panda,walk_front,red_panda,60,90,ILSVRC2015_train_00033006
red_panda,walk_behind,red_panda,60,90,ILSVRC2015_train_00033006
red_panda,walk_left,red_panda,60,90,ILSVRC2015_train_00033006
red_panda,follow,red_panda,60,90,ILSVRC2015_train_00033006
snake,lie_behind,person,0,30,ILSVRC2015_train_00035003
snake,lie_left,person,0,30,ILSVRC2015_train_00035003
snake,watch,person,0,30,ILSVRC2015_train_00035003
person,walk_past,snake,0,30,ILSVRC2015_train_00035003
person,walk_front,snake,0,30,ILSVRC2015_train_00035003
person,walk_right,snake,0,30,ILSVRC2015_train_00035003
person,taller,snake,0,30,ILSVRC2015_train_00035003
person,larger,snake,0,30,ILSVRC2015_train_00035003
snake,lie_left,person,75,105,ILSVRC2015_train_00035003
snake,play,person,75,105,ILSVRC2015_train_00035003
snake,watch,person,75,105,ILSVRC2015_train_00035003
person,sit_right,snake,75,105,ILSVRC2015_train_00035003
person,taller,snake,75,105,ILSVRC2015_train_00035003
person,larger,snake,75,105,ILSVRC2015_train_00035003
person,play,snake,75,105,ILSVRC2015_train_00035003
person,watch,snake,75,105,ILSVRC2015_train_00035003
person,touch,snake,75,105,ILSVRC2015_train_00035003
snake,lie_left,person,150,180,ILSVRC2015_train_00035003
snake,play,person,150,180,ILSVRC2015_train_00035003
snake,watch,person,150,180,ILSVRC2015_train_00035003
person,sit_right,snake,150,180,ILSVRC2015_train_00035003
person,play,snake,150,180,ILSVRC2015_train_00035003
person,watch,snake,150,180,ILSVRC2015_train_00035003
person,touch,snake,150,180,ILSVRC2015_train_00035003
snake,lie_left,person,285,315,ILSVRC2015_train_00035003
snake,watch,person,285,315,ILSVRC2015_train_00035003
person,sit_right,snake,285,315,ILSVRC2015_train_00035003
person,taller,snake,285,315,ILSVRC2015_train_00035003
person,larger,snake,285,315,ILSVRC2015_train_00035003
person,watch,snake,285,315,ILSVRC2015_train_00035003
snake,lie_left,person,585,615,ILSVRC2015_train_00035003
snake,watch,person,585,615,ILSVRC2015_train_00035003
person,sit_right,snake,585,615,ILSVRC2015_train_00035003
person,taller,snake,585,615,ILSVRC2015_train_00035003
person,larger,snake,585,615,ILSVRC2015_train_00035003
person,watch,snake,585,615,ILSVRC2015_train_00035003
snake,lie_left,person,630,660,ILSVRC2015_train_00035003
snake,watch,person,630,660,ILSVRC2015_train_00035003
person,sit_right,snake,630,660,ILSVRC2015_train_00035003
person,taller,snake,630,660,ILSVRC2015_train_00035003
person,larger,snake,630,660,ILSVRC2015_train_00035003
person,watch,snake,630,660,ILSVRC2015_train_00035003
person,kick,snake,630,660,ILSVRC2015_train_00035003
motorcycle,move_past,car,0,30,ILSVRC2015_train_00040000
motorcycle,move_front,car,0,30,ILSVRC2015_train_00040000
car,stop_behind,motorcycle,0,30,ILSVRC2015_train_00040000
motorcycle,move_beneath,person,0,30,ILSVRC2015_train_00040000
person,sit_above,motorcycle,0,30,ILSVRC2015_train_00040000
person,ride,motorcycle,0,30,ILSVRC2015_train_00040000
car,stop_behind,person,0,30,ILSVRC2015_train_00040000
person,past,car,0,30,ILSVRC2015_train_00040000
person,front,car,0,30,ILSVRC2015_train_00040000
motorcycle,move_beneath,person,0,30,ILSVRC2015_train_00040001
person,sit_above,motorcycle,0,30,ILSVRC2015_train_00040001
person,ride,motorcycle,0,30,ILSVRC2015_train_00040001
motorcycle,move_beneath,person,15,45,ILSVRC2015_train_00040001
person,sit_above,motorcycle,15,45,ILSVRC2015_train_00040001
person,ride,motorcycle,15,45,ILSVRC2015_train_00040001
motorcycle,move_past,car,30,60,ILSVRC2015_train_00040001
motorcycle,move_front,car,30,60,ILSVRC2015_train_00040001
motorcycle,move_toward,car,30,60,ILSVRC2015_train_00040001
motorcycle,move_left,car,30,60,ILSVRC2015_train_00040001
car,stop_behind,motorcycle,30,60,ILSVRC2015_train_00040001
car,stop_right,motorcycle,30,60,ILSVRC2015_train_00040001
car,taller,motorcycle,30,60,ILSVRC2015_train_00040001
car,larger,motorcycle,30,60,ILSVRC2015_train_00040001
motorcycle,move_beneath,person,30,60,ILSVRC2015_train_00040001
person,sit_above,motorcycle,30,60,ILSVRC2015_train_00040001
person,ride,motorcycle,30,60,ILSVRC2015_train_00040001
car,stop_right,person,30,60,ILSVRC2015_train_00040001
car,stop_behind,person,30,60,ILSVRC2015_train_00040001
person,toward,car,30,60,ILSVRC2015_train_00040001
person,front,car,30,60,ILSVRC2015_train_00040001
person,left,car,30,60,ILSVRC2015_train_00040001
person,taller,car,30,60,ILSVRC2015_train_00040001
person,larger,car,30,60,ILSVRC2015_train_00040001
motorcycle,move_beneath,person,0,30,ILSVRC2015_train_00040004
person,sit_above,motorcycle,0,30,ILSVRC2015_train_00040004
person,ride,motorcycle,0,30,ILSVRC2015_train_00040004
motorcycle,jump_beneath,person,0,30,ILSVRC2015_train_00040005
person,stand_above,motorcycle,0,30,ILSVRC2015_train_00040005
person,ride,motorcycle,0,30,ILSVRC2015_train_00040005
motorcycle,jump_beneath,person,15,45,ILSVRC2015_train_00040005
person,stand_above,motorcycle,15,45,ILSVRC2015_train_00040005
person,ride,motorcycle,15,45,ILSVRC2015_train_00040005
motorcycle,move_beneath,person,0,30,ILSVRC2015_train_00040006
person,sit_above,motorcycle,0,30,ILSVRC2015_train_00040006
person,ride,motorcycle,0,30,ILSVRC2015_train_00040006
motorcycle,move_front,car,30,60,ILSVRC2015_train_00040006
motorcycle,move_left,car,30,60,ILSVRC2015_train_00040006
car,move_right,motorcycle,30,60,ILSVRC2015_train_00040006
car,move_behind,motorcycle,30,60,ILSVRC2015_train_00040006
car,follow,motorcycle,30,60,ILSVRC2015_train_00040006
motorcycle,move_beneath,person,30,60,ILSVRC2015_train_00040006
person,sit_above,motorcycle,30,60,ILSVRC2015_train_00040006
person,ride,motorcycle,30,60,ILSVRC2015_train_00040006
car,move_right,person,30,60,ILSVRC2015_train_00040006
car,move_behind,person,30,60,ILSVRC2015_train_00040006
car,follow,person,30,60,ILSVRC2015_train_00040006
person,front,car,30,60,ILSVRC2015_train_00040006
person,left,car,30,60,ILSVRC2015_train_00040006
motorcycle,move_beneath,person,120,150,ILSVRC2015_train_00040006
person,sit_above,motorcycle,120,150,ILSVRC2015_train_00040006
person,ride,motorcycle,120,150,ILSVRC2015_train_00040006
motorcycle,move_front,car,180,210,ILSVRC2015_train_00040006
motorcycle,move_left,car,180,210,ILSVRC2015_train_00040006
car,right,motorcycle,180,210,ILSVRC2015_train_00040006
car,behind,motorcycle,180,210,ILSVRC2015_train_00040006
car,follow,motorcycle,180,210,ILSVRC2015_train_00040006
motorcycle,move_beneath,person,180,210,ILSVRC2015_train_00040006
person,sit_above,motorcycle,180,210,ILSVRC2015_train_00040006
person,ride,motorcycle,180,210,ILSVRC2015_train_00040006
car,move_right,person,180,210,ILSVRC2015_train_00040006
car,move_behind,person,180,210,ILSVRC2015_train_00040006
person,front,car,180,210,ILSVRC2015_train_00040006
person,left,car,180,210,ILSVRC2015_train_00040006
person,follow,car,180,210,ILSVRC2015_train_00040006
motorcycle,move_beneath,person,255,285,ILSVRC2015_train_00040006
person,sit_above,motorcycle,255,285,ILSVRC2015_train_00040006
person,ride,motorcycle,255,285,ILSVRC2015_train_00040006
motorcycle,move_beneath,person,0,30,ILSVRC2015_train_00040009
person,sit_above,motorcycle,0,30,ILSVRC2015_train_00040009
person,ride,motorcycle,0,30,ILSVRC2015_train_00040009
motorcycle,move_beneath,person,15,45,ILSVRC2015_train_00040009
person,sit_above,motorcycle,15,45,ILSVRC2015_train_00040009
person,ride,motorcycle,15,45,ILSVRC2015_train_00040009
motorcycle,move_beneath,person,30,60,ILSVRC2015_train_00040009
person,sit_above,motorcycle,30,60,ILSVRC2015_train_00040009
person,ride,motorcycle,30,60,ILSVRC2015_train_00040009
motorcycle,move_beneath,person,45,75,ILSVRC2015_train_00040009
person,sit_above,motorcycle,45,75,ILSVRC2015_train_00040009
person,ride,motorcycle,45,75,ILSVRC2015_train_00040009
motorcycle,move_beneath,person,60,90,ILSVRC2015_train_00040009
person,sit_above,motorcycle,60,90,ILSVRC2015_train_00040009
person,ride,motorcycle,60,90,ILSVRC2015_train_00040009
motorcycle,move_right,person,60,90,ILSVRC2015_train_00040009
person,left,motorcycle,60,90,ILSVRC2015_train_00040009
person,right,person,60,90,ILSVRC2015_train_00040009
person,left,person,60,90,ILSVRC2015_train_00040009
motorcycle,move_right,motorcycle,75,105,ILSVRC2015_train_00040009
motorcycle,move_with,motorcycle,75,105,ILSVRC2015_train_00040009
motorcycle,move_with,motorcycle,75,105,ILSVRC2015_train_00040009
motorcycle,move_left,motorcycle,75,105,ILSVRC2015_train_00040009
motorcycle,move_beneath,person,75,105,ILSVRC2015_train_00040009
person,sit_above,motorcycle,75,105,ILSVRC2015_train_00040009
person,ride,motorcycle,75,105,ILSVRC2015_train_00040009
motorcycle,move_right,person,75,105,ILSVRC2015_train_00040009
person,left,motorcycle,75,105,ILSVRC2015_train_00040009
motorcycle,move_left,person,75,105,ILSVRC2015_train_00040009
person,right,motorcycle,75,105,ILSVRC2015_train_00040009
motorcycle,move_beneath,person,75,105,ILSVRC2015_train_00040009
person,sit_above,motorcycle,75,105,ILSVRC2015_train_00040009
person,ride,motorcycle,75,105,ILSVRC2015_train_00040009
